country/area,wiki-name,status,production-start-year,operator,owner,parent,lat,lng,location-accuracy,"subnational-unit-(province,-state)",gem-region,unit-id,url,country-list,discovery-year,fid-year,production---oil-(million-bbl/y),production-year---oil,production---gas-(million-m³/y),production-year---gas,"production---total-(oil,-gas-and-hydrocarbons)-(million-boe/y)"
United States,Swan Lake - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,32.2891128,-93.45303041,exact,Louisiana,Americas,OG0014754,https://www.gem.wiki/Swan_Lake_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1964,,,,914.9986974,2023,5.3829373368042
United States,Holly - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,32.15235115,-93.7908231,exact,Louisiana,Americas,OG0014755,https://www.gem.wiki/Holly_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1928,,,,1211.346453,2023,7.1263511829990005
United States,Belle Bower - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,32.10550825,-94.02707817,exact,Louisiana,Americas,OG0014756,https://www.gem.wiki/Belle_Bower_-_Comstock_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1954,,0.00081,2022,577.001614,2023,3.395310495162
United States,Lake Bistineau - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,32.37222009,-93.35704338,exact,Louisiana,Americas,OG0014761,https://www.gem.wiki/Lake_Bistineau_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1916,,,,995.6859975,2023,5.8576207232925
United States,Elm Grove - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,32.33700429,-93.44880714,exact,Louisiana,Americas,OG0014762,https://www.gem.wiki/Elm_Grove_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1916,,,,774.7933173,2023,4.5581090856759
United States,Benson - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,31.8751187,-93.78753302,exact,Louisiana,Americas,OG0014763,https://www.gem.wiki/Benson_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1920,,,,348.5781679,2023,2.0506853617557
United States,Spider - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,31.96271317,-93.78808731,exact,Louisiana,Americas,OG0014764,https://www.gem.wiki/Spider_-_Comstock_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1914,,3.2e-05,2022,524.8579924,2023,3.0877715692892
United States,Converse - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,31.78051826,-93.77087665,exact,Louisiana,Americas,OG0014765,https://www.gem.wiki/Converse_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1932,,,,172.6418519,2023,1.0156520147277002
United States,Greenwood-Waskom - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,32.36768588,-94.02833398,exact,Louisiana,Americas,OG0014766,https://www.gem.wiki/Greenwood-Waskom_-_Comstock_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1916,,9e-05,2022,2140.787965,2023,12.594345598095
United States,Caspiana - Comstock Oil and Gas Field (United States),operating,,Comstock Oil & Gas,,,32.29519851,-93.73882798,exact,Louisiana,Americas,OG0014767,https://www.gem.wiki/Caspiana_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1925,,,,571.9031573,2023,3.3645062743958998
United States,"Grand Cane, North - Comstock Oil and Gas Field (United States)",operating,,Comstock Oil & Gas,,,32.02012421,-93.79048035,exact,Louisiana,Americas,OG0014768,https://www.gem.wiki/Grand_Cane%2C_North_-_Comstock_Gas_Asset_%28Louisiana%2C_United_States%29,,1952,,,,158.9584029,2023,0.9351522842607001
United States,Wattenberg - Confluence Oil and Gas Field (United States),operating,,Confluence,,,40.22144715,-104.5171089,exact,Colorado,Americas,OG0014775,https://www.gem.wiki/Wattenberg_-_Confluence_Oil_and_Gas_Asset_%28Colorado%2C_United_States%29,,1970,,0.591887,2024,98.31660767,2024,1.17028360292261
United States,DJ Horizontal Niobrara - Confluence Oil and Gas Field (United States),operating,,Confluence,,,40.334762,-104.429368,exact,Colorado,Americas,OG0014776,https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Confluence_Oil_and_Gas_Asset_%28Colorado%2C_United_States%29,,,,0.034346,2024,12.74011043,2024,0.10929606965969
United States,MO904 - Cox Oil and Gas Field (United States),operating,,Cox Operating,,,30.085,-88.506,exact,Federal offshore,Americas,OG0014852,https://www.gem.wiki/MO904_-_Cox_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1988,,0.0,2023,103.4978621,2023,0.6088779227343001
United States,EI024 - Contango Oil and Gas Field (United States),shut in,,Contango Resources,,,29.378,-91.779,exact,Federal offshore,Americas,OG0014787,https://www.gem.wiki/EI024_-_Contango_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1980,,0.024027,2022,116.4255416,2022,0.7089584612328
United States,Eugene Island Block 10 - Contango Oil and Gas Field (United States),operating,,Contango Resources,,,29.39897132,-91.76347171,exact,Louisiana,Americas,OG0014788,https://www.gem.wiki/Eugene_Island_Block_10_-_Contango_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,2007,,0.009408,2022,35.01345038,2022,0.21539212858554002
United States,SM115 - Cox Oil and Gas Field (United States),shut in,,Cox Operating,,,28.4895,-92.0405,exact,Federal offshore,Americas,OG0014855,https://www.gem.wiki/SM115_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1971,,0.359088,2022,27.83378168,2022,0.52283413762344
United States,TS000 - Cox Oil and Gas Field (United States),shut in,,Cox Operating,,,29.398,-92.013,exact,Federal offshore,Americas,OG0014856,https://www.gem.wiki/TS000_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1958,,0.059273,2022,92.10072207,2022,0.60110154793781
United States,ST054 - Cox Oil and Gas Field (United States),shut in,,Cox Operating,,,28.8365,-90.38066667,exact,Federal offshore,Americas,OG0014857,https://www.gem.wiki/ST054_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1955,,0.367019,2020,28.45561376,2020,0.53442337575008
United States,SS208 - Cox Oil and Gas Field (United States),shut in,,Cox Operating,,,28.52433333,-90.90466667,exact,Federal offshore,Americas,OG0014858,https://www.gem.wiki/SS208_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1960,,0.437204,2022,21.48967861,2022,0.56362777926263
United States,SP049 - Cox Oil and Gas Field (United States),shut in,,Cox Operating,,,28.907,-89.078,exact,Federal offshore,Americas,OG0014859,https://www.gem.wiki/SP049_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1974,,0.344747,2020,17.08605408,2020,0.44526425615264004
United States,WD073 - Cox Oil and Gas Field (United States),operating,,Cox Operating,,,28.93975,-89.702,exact,Federal offshore,Americas,OG0014850,https://www.gem.wiki/WD073_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1962,,0.725111,2023,29.32974657,2023,0.89765789907131
United States,WD030 - Cox Oil and Gas Field (United States),operating,,Cox Operating,,,29.137875,-89.607625,exact,Federal offshore,Americas,OG0014851,https://www.gem.wiki/WD030_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1949,,0.569294,2023,34.16570862,2023,0.77029086381146
United States,MP061 - Cox Oil and Gas Field (United States),shut in,,Cox Operating,,,29.32133333,-88.915,exact,Federal offshore,Americas,OG0014853,https://www.gem.wiki/MP061_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,2000,,0.586738,2022,15.7241682,2022,0.6792432815206
United States,SS223 - Cox Oil and Gas Field (United States),operating,,Cox Operating,,,29.398,-92.013,exact,Federal offshore,Americas,OG0014854,https://www.gem.wiki/SS223_-_Cox_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,,,0.259321,2023,62.66436358,2023,0.62797545094114
United States,"Quarantine Bay, South - Cox Oil and Gas Field (United States)",operating,,Cox Operating,,,29.38833443,-89.5229145,exact,Louisiana,Americas,OG0014860,https://www.gem.wiki/Quarantine_Bay%2C_South_-_Cox_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1985,,0.02002,2023,4.959054226,2022,0.049194116011558
United States,Delhi - Denbury Oil and Gas Field (United States),operating,,Denbury Onshore,,,32.43521685,-91.55434424,exact,Louisiana,Americas,OG0014910,https://www.gem.wiki/Delhi_-_Denbury_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1944,,1.340161,2023,27.4114399,2023,1.5014225009317
United States,Harrison County - EAP Ohio Oil and Gas Field (United States),operating,,EAP Ohio,,,40.37813221,-81.07612397,exact,Ohio,Americas,OG0014963,https://www.gem.wiki/Harrison_County_-_EAP_Ohio_Oil_and_Gas_Asset_%28Ohio%2C_United_States%29,,,,4.806355,2021,3187.041484,2021,23.555720050372
United States,Jefferson County - EAP Ohio Oil and Gas Field (United States),operating,,EAP Ohio,,,40.46117472,-80.79786533,exact,Ohio,Americas,OG0014964,https://www.gem.wiki/Jefferson_County_-_EAP_Ohio_Oil_and_Gas_Asset_%28Ohio%2C_United_States%29,,,,2e-06,2021,4417.765595,2021,25.989716995385
United States,Lake Hatch - Dimension Oil and Gas Field (United States),operating,,Dimension Energy,,,29.52625565,-90.85214639,exact,Louisiana,Americas,OG0014936,https://www.gem.wiki/Lake_Hatch_-_Dimension_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1948,,0.124723,2020,2.50686677,2020,0.13947089720791
United States,Barbour County - Diversified Oil and Gas Field (United States),operating,,Diversified Production,,,39.15559274,-80.02160664,exact,West Virginia,Americas,OG0014944,https://www.gem.wiki/Barbour_County_-_Diversified_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,0.00103086,2021,382.1415713,2021,2.2491697239579005
United States,Mingo County - Diversified Oil and Gas Field (United States),operating,,Diversified Production,,,37.72159092,-82.10434567,exact,West Virginia,Americas,OG0014945,https://www.gem.wiki/Mingo_County_-_Diversified_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,0.00036178,2021,227.3612983,2021,1.3379282978989
United States,Wattenberg - Crestone Peak Oil and Gas Field (United States),operating,,Crestone Peak Resources,,,40.1337289,-104.8866931,exact,Colorado,Americas,OG0014869,https://www.gem.wiki/Wattenberg_-_Crestone_Peak_Oil_and_Gas_Asset_%28Colorado%2C_United_States%29,,1970,,3.875634,2024,1525.535297,2024,12.850358152251
United States,DJ Horizontal Niobrara - Crestone Peak Oil and Gas Field (United States),operating,,Crestone Peak Resources,,,39.7757615,-104.6279737,exact,Colorado,Americas,OG0014870,https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Crestone_Peak_Oil_and_Gas_Asset_%28Colorado%2C_United_States%29,,,,9.679934,2024,544.3198924,2024,12.882167926989199
United States,Monroe County - EM Energy Ohio Oil and Gas Field (United States),shut in,,EM Energy Ohio,,,39.6738155,-81.07584231,exact,Ohio,Americas,OG0014992,https://www.gem.wiki/Monroe_County_-_EM_Energy_Ohio_Gas_Asset_%28Ohio%2C_United_States%29,,,,,,500.2201331,2019,2.9427950430273
United States,Benton - Empresa Oil and Gas Field (United States),operating,,Empresa Operating,,,32.72656194,-93.64307734,exact,Louisiana,Americas,OG0014994,https://www.gem.wiki/Benton_-_Empresa_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1944,,0.684869,2023,154.2022087,2023,1.5920405937820998
United States,Logan County - Diversified Oil and Gas Field (United States),operating,,Diversified Production,,,37.81628108,-81.95725256,exact,West Virginia,Americas,OG0014946,https://www.gem.wiki/Logan_County_-_Diversified_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,0.00158784,2021,224.2633419,2021,1.3209290803977
United States,Elm Grove - EGH Oil and Gas Field (United States),operating,,EGH Operating,,,32.35993547,-93.65263237,exact,Louisiana,Americas,OG0014978,https://www.gem.wiki/Elm_Grove_-_EGH_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1916,,0.001462,2022,21.78210392,2023,0.12960611736136
United States,Abbeville - Dunn Oil and Gas Field (United States),operating,,Dunn Exploration Co.,,,29.99399341,-92.16054104,exact,Louisiana,Americas,OG0014953,https://www.gem.wiki/Abbeville_-_Dunn_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1937,,0.038826,2023,0.3010335551,2022,0.0405969804046533
United States,Carroll County - EAP Ohio Oil and Gas Field (United States),operating,,EAP Ohio,,,40.53010784,-81.03033387,exact,Ohio,Americas,OG0014965,https://www.gem.wiki/Carroll_County_-_EAP_Ohio_Oil_and_Gas_Asset_%28Ohio%2C_United_States%29,,,,1.801678,2021,2035.60589,2021,13.77714745087
United States,Columbiana County - EAP Ohio Oil and Gas Field (United States),operating,,EAP Ohio,,,40.73337888,-80.8683994,exact,Ohio,Americas,OG0014966,https://www.gem.wiki/Columbiana_County_-_EAP_Ohio_Oil_and_Gas_Asset_%28Ohio%2C_United_States%29,,,,0.023949,2021,536.4990514,2021,3.1801729193862
United States,Monroe County - Eclipse Oil and Gas Field (United States),operating,,Eclipse Resources,,,39.71880085,-80.94267491,exact,Ohio,Americas,OG0014976,https://www.gem.wiki/Monroe_County_-_Eclipse_Oil_and_Gas_Asset_%28Ohio%2C_United_States%29,,,,0.223657,2021,2669.683251,2021,15.929403565632999
United States,Guernsey County - Eclipse Oil and Gas Field (United States),operating,,Eclipse Resources,,,40.01851483,-81.31116845,exact,Ohio,Americas,OG0014977,https://www.gem.wiki/Guernsey_County_-_Eclipse_Oil_and_Gas_Asset_%28Ohio%2C_United_States%29,,,,0.616519,2021,318.2359621,2021,2.4887011650343
United States,Ignacio Blanco - Enduring Oil and Gas Field (United States),operating,,Enduring Resources,,,37.13940533,-107.8531366,exact,Colorado,Americas,OG0015008,https://www.gem.wiki/Ignacio_Blanco_-_Enduring_Gas_Asset_%28Colorado%2C_United_States%29,,,,,,170.694634,2024,1.004196531822
United States,Devils Tower (MC773) - ENI Oil and Gas Field (United States),operating,,ENI Petroleum,,,28.219,-88.77425,exact,Federal offshore,Americas,OG0015029,https://www.gem.wiki/Devils_Tower_%28MC773%29_-_ENI_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1999,,3.308199,2023,95.51051961,2023,3.87008738686563
United States,Logansport - Ensight IV Oil and Gas Field (United States),operating,,Ensight IV Energy,,,31.98789426,-93.95665166,exact,Louisiana,Americas,OG0015037,https://www.gem.wiki/Logansport_-_Ensight_IV_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1938,,0.002339,2022,7.784114399,2022,0.048132945009317
United States,Monroe - Enervest Oil and Gas Field (United States),operating,,Enervest Operating,,,32.74986208,-92.12016604,exact,Louisiana,Americas,OG0015028,https://www.gem.wiki/Monroe_-_Enervest_Gas_Asset_%28Louisiana%2C_United_States%29,,1916,,,,31.08721506,2023,0.18288608619798
United States,Allegheny (GC254) - ENI Oil and Gas Field (United States),operating,,ENI Petroleum,,,27.6915,-90.2615,exact,Federal offshore,Americas,OG0015032,https://www.gem.wiki/Allegheny_%28GC254%29_-_ENI_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1985,,0.98091,2023,36.01843409,2023,1.19280644775147
United States,Elm Grove - Ensight IV Oil and Gas Field (United States),operating,,Ensight IV Energy,,,32.34352668,-93.48304355,exact,Louisiana,Americas,OG0015033,https://www.gem.wiki/Elm_Grove_-_Ensight_IV_Gas_Asset_%28Louisiana%2C_United_States%29,,1916,,,,355.6993346,2022,2.0925791854518
United States,Caspiana - Ensight IV Oil and Gas Field (United States),operating,,Ensight IV Energy,,,32.26583133,-93.74066221,exact,Louisiana,Americas,OG0015034,https://www.gem.wiki/Caspiana_-_Ensight_IV_Gas_Asset_%28Louisiana%2C_United_States%29,,1925,,,,36.42047289,2022,0.21426164201187
United States,Sligo - Ensight IV Oil and Gas Field (United States),operating,,Ensight IV Energy,,,32.48916545,-93.54619235,exact,Louisiana,Americas,OG0015035,https://www.gem.wiki/Sligo_-_Ensight_IV_Oil_and_Gas_Asset_%28Louisiana%2C_United_States%29,,1922,,0.049208,2023,617.3112558,2023,3.6808501178714006
United States,Greenwood-Waskom - Ensight IV Oil and Gas Field (United States),operating,,Ensight IV Energy,,,32.42053372,-94.02261221,exact,Louisiana,Americas,OG0015036,https://www.gem.wiki/Greenwood-Waskom_-_Ensight_IV_Gas_Asset_%28Louisiana%2C_United_States%29,,1916,,,,188.6023503,2020,1.1095476268149
United States,Bethany Longstreet - Ensight IV Oil and Gas Field (United States),operating,,Ensight IV Energy,,,32.16528458,-93.91469828,exact,Louisiana,Americas,OG0015038,https://www.gem.wiki/Bethany_Longstreet_-_Ensight_IV_Gas_Asset_%28Louisiana%2C_United_States%29,,1951,,,,46.40807023,2022,0.27301867716309003
United States,Lobster/Oyster (EW873) - Talos Oil and Gas Field (United States),operating,,Talos,,,28.089,-90.186,exact,Federal offshore,Americas,OG0015042,https://www.gem.wiki/Lobster/Oyster_%28EW873%29_-_Talos_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1985,,3.918408,2023,131.3350418,2023,4.6910520509094
United States,Appaloosa (MC503) - ENI Oil and Gas Field (United States),operating,,ENI Petroleum,,,28.51,-88.976,exact,Federal offshore,Americas,OG0015030,https://www.gem.wiki/Appaloosa_%28MC503%29_-_ENI_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,2007,,0.688546,2023,33.65838879,2023,0.88655830125157
United States,Longhorn (MC546) - ENI Oil and Gas Field (United States),operating,,ENI Petroleum,,,28.4435,-89.0735,exact,Federal offshore,Americas,OG0015031,https://www.gem.wiki/Longhorn_%28MC546%29_-_ENI_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1986,,0.496165,2023,180.4314314,2023,1.5576431109262001
United States,Genesis (GC205) - Talos Oil and Gas Field (United States),operating,,Talos,,,27.719,-90.555,exact,Federal offshore,Americas,OG0015043,https://www.gem.wiki/Genesis_%28GC205%29_-_Talos_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1988,,1.255591,2023,26.48359054,2023,1.41139396314682
United States,Brutus (GC158) - Talos Oil and Gas Field (United States),operating,,Talos,,,27.7855,-90.6515,exact,Federal offshore,Americas,OG0015044,https://www.gem.wiki/Brutus_%28GC158%29_-_Talos_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1989,,0.762518,2023,32.35868611,2023,0.9528841503851301
United States,Cognac (MC194) - Talos Oil and Gas Field (United States),operating,,Talos,,,28.79175,-89.05575,exact,Federal offshore,Americas,OG0015045,https://www.gem.wiki/Cognac_%28MC194%29_-_Talos_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1975,,0.883496,2023,31.70295908,2023,1.07000450826764
United States,Wetzel County - EQT Oil and Gas Field (United States),operating,,EQT Production Co.,,,39.57679151,-80.65558074,exact,West Virginia,Americas,OG0015105,https://www.gem.wiki/Wetzel_County_-_EQT_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,4.4074192,2023,4718.605785,2023,32.166977033155
United States,Marshall County - EQT Oil and Gas Field (United States),operating,,EQT Production Co.,,,39.884158,-80.6869647,exact,West Virginia,Americas,OG0015101,https://www.gem.wiki/Marshall_County_-_EQT_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,9.79996397,2023,9245.134507,2023,64.189090274681
United States,Ritchie County - EQT Oil and Gas Field (United States),operating,,EQT Production Co.,,,39.22503436,-80.93782162,exact,West Virginia,Americas,OG0015107,https://www.gem.wiki/Ritchie_County_-_EQT_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,0.95558297,2021,625.4452023,2021,4.6350770951309
United States,Tyler County - EQT Oil and Gas Field (United States),operating,,EQT Production Co.,,,39.43567661,-80.82930911,exact,West Virginia,Americas,OG0015108,https://www.gem.wiki/Tyler_County_-_EQT_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,1.01835392,2021,629.0597919,2021,4.7191126757477
United States,Taylor County - EQT Oil and Gas Field (United States),shut in,,EQT Production Co.,,,39.25817312,-80.16950562,exact,West Virginia,Americas,OG0015109,https://www.gem.wiki/Taylor_County_-_EQT_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,,,230.3170084,2020,1.3549549604172
United States,Marion County - EQT Oil and Gas Field (United States),shut in,,EQT Production Co.,,,39.54221669,-80.35701319,exact,West Virginia,Americas,OG0015110,https://www.gem.wiki/Marion_County_-_EQT_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,,,206.7145938,2020,1.2161019553254
United States,Red River-Bull Bayou - Exco Oil and Gas Field (United States),operating,,Exco Operating Co.,,,32.10737603,-93.63005033,exact,Louisiana,Americas,OG0015149,https://www.gem.wiki/Red_River-Bull_Bayou_-_Exco_Gas_Asset_%28Louisiana%2C_United_States%29,,1912,,,,526.5436783,2023,3.0976564594389
United States,Johnson Branch - Exco Oil and Gas Field (United States),operating,,Exco Operating Co.,,,32.3030926,-93.91913165,exact,Louisiana,Americas,OG0015150,https://www.gem.wiki/Johnson_Branch_-_Exco_Gas_Asset_%28Louisiana%2C_United_States%29,,1975,,,,703.7527396,2023,4.1401773670668005
United States,Kingston - Exco Oil and Gas Field (United States),operating,,Exco Operating Co.,,,32.19745558,-93.69296726,exact,Louisiana,Americas,OG0015151,https://www.gem.wiki/Kingston_-_Exco_Gas_Asset_%28Louisiana%2C_United_States%29,,1957,,,,1140.564463,2023,6.709940735829
United States,Caspiana - Exco Oil and Gas Field (United States),operating,,Exco Operating Co.,,,32.2045416,-93.64825751,exact,Louisiana,Americas,OG0015152,https://www.gem.wiki/Caspiana_-_Exco_Gas_Asset_%28Louisiana%2C_United_States%29,,1925,,,,1091.346453,2023,6.420391182999001
United States,Doddridge County - EQT Oil and Gas Field (United States),operating,,EQT Production Co.,,,39.23023383,-80.77493985,exact,West Virginia,Americas,OG0015106,https://www.gem.wiki/Doddridge_County_-_EQT_Oil_and_Gas_Asset_%28West_Virginia%2C_United_States%29,,,,2.68824053,2023,1377.949694,2023,10.794718579802
United States,Holly - Exco Oil and Gas Field (United States),operating,,Exco Operating Co.,,,32.16771985,-93.72997942,exact,Louisiana,Americas,OG0015153,https://www.gem.wiki/Holly_-_Exco_Gas_Asset_%28Louisiana%2C_United_States%29,,1928,,,,367.2481099,2023,2.1605206305416997
United States,Bethany Longstreet - Exco Oil and Gas Field (United States),operating,,Exco Operating Co.,,,32.22186443,-93.92964617,exact,Louisiana,Americas,OG0015154,https://www.gem.wiki/Bethany_Longstreet_-_Exco_Gas_Asset_%28Louisiana%2C_United_States%29,,1951,,,,81.48571429,2023,0.47938045716807004
United States,Wattenberg - Extraction Oil and Gas Field (United States),operating,,Extraction Oil & Gas,,,40.28533642,-104.8802645,exact,Colorado,Americas,OG0015157,https://www.gem.wiki/Wattenberg_-_Extraction_Oil_and_Gas_Asset_%28Colorado%2C_United_States%29,,1970,,6.566956,2024,1723.472264,2024,16.706143329112
United States,Crosby (MC899) - Equinor Oil and Gas Field (United States),shut in,,Equinor Energy,,,28.0295,-89.0905,exact,Federal offshore,Americas,OG0015135,https://www.gem.wiki/Crosby_%28MC899%29_-_Equinor_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1998,,0.548389,2023,17.02324791,2023,0.64853676745453
United States,Monroe County - Equinor Oil and Gas Field (United States),operating,,Equinor Energy,,,39.71303674,-80.91411427,exact,Ohio,Americas,OG0015136,https://www.gem.wiki/Monroe_County_-_Equinor_Oil_and_Gas_Asset_%28Ohio%2C_United_States%29,,,,0.102083,2021,2045.045505,2021,12.133085705915
United States,Purgatoire River - Evergreen Oil and Gas Field (United States),operating,,Evergreen Natural Resources,,,37.19143292,-104.7824066,exact,Colorado,Americas,OG0015146,https://www.gem.wiki/Purgatoire_River_-_Evergreen_Gas_Asset_%28Colorado%2C_United_States%29,,,,,,601.8369531,2024,3.5406067950873
United States,DJ Horizontal Niobrara - Extraction Oil and Gas Field (United States),operating,,Extraction Oil & Gas,,,40.27651474,-104.7989349,exact,Colorado,Americas,OG0015158,https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Extraction_Oil_and_Gas_Asset_%28Colorado%2C_United_States%29,,,,0.334051,2024,161.859663,2024,1.286271397429
United States,Julia (WR627) - Exxon Mobil Oil and Gas Field (United States),operating,,Exxon Mobil,,,26.401,-91.3575,exact,Federal offshore,Americas,OG0015159,https://www.gem.wiki/Julia_%28WR627%29_-_Exxon_Mobil_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,2007,,10.314736,2023,33.06719524,2023,10.50927030959692
United States,Hoover (AC025) - Exxon Mobil Oil and Gas Field (United States),operating,,Exxon Mobil,,,26.945,-94.705,exact,Federal offshore,Americas,OG0015160,https://www.gem.wiki/Hoover_%28AC025%29_-_Exxon_Mobil_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1997,,0.714916,2023,11.06838454,2023,0.78003130624882
United States,Big Bend (MC698) - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,28.302,-88.086,exact,Federal offshore,Americas,OG0015182,https://www.gem.wiki/Big_Bend_%28MC698%29_-_Fieldwood_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,2012,,3.268502,2020,39.88191986,2020,3.50312733453638
United States,Troika (GC244) - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,27.75066667,-90.73366667,exact,Federal offshore,Americas,OG0015183,https://www.gem.wiki/Troika_%28GC244%29_-_Fieldwood_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1994,,1.508459,2020,99.61891548,2020,2.09451707976884
United States,Gunflint (MC948) - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,28.012,-88.7705,exact,Federal offshore,Americas,OG0015184,https://www.gem.wiki/Gunflint_%28MC948%29_-_Fieldwood_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,2008,,1.479213,2020,68.16103639,2020,1.88020437708237
United States,Dantzler (MC782) - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,28.214,-88.282,exact,Federal offshore,Americas,OG0015185,https://www.gem.wiki/Dantzler_%28MC782%29_-_Fieldwood_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,2013,,1.242332,2020,71.98816367,2020,1.66583836687061
United States,Hickory (GI116) - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,28.3185,-90.072,exact,Federal offshore,Americas,OG0015186,https://www.gem.wiki/Hickory_%28GI116%29_-_Fieldwood_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1998,,0.392284,2020,138.7883619,2020,1.2087759330577001
United States,GC039 - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,27.925,-89.962,exact,Federal offshore,Americas,OG0015187,https://www.gem.wiki/GC039_-_Fieldwood_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,,,0.654268,2020,44.0582472,2020,0.9134626682775999
United States,MO827 - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,30.164,-87.994,exact,Federal offshore,Americas,OG0015188,https://www.gem.wiki/MO827_-_Fieldwood_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1984,,,,134.0157723,2020,0.7884147884409001
United States,Bullwinkle (GC065) - Fieldwood Oil and Gas Field (United States),shut in,,Fieldwood Energy,,,27.877,-90.919,exact,Federal offshore,Americas,OG0015189,https://www.gem.wiki/Bullwinkle_%28GC065%29_-_Fieldwood_Oil_and_Gas_Asset_%28Federal_offshore%2C_United_States%29,,1983,,0.448435,2020,20.55877106,2020,0.56938225014598
